epoch	train_loss	train_SmoothL1Loss	train_mseloss	train_maeloss	test_loss	test_SmoothL1Loss	test_mseloss	test_maeloss	
28	0.014796718955039978	0.001741711050271988	0.003483422100543976	0.03645081371068955	0.19375442899763584	0.03408410772681236	0.06817008927464485	0.13282205909490585	
29	0.013892396353185177	0.0016326823504641652	0.0032653647009283303	0.03444425389170647	0.19304083846509457	0.036260271444916725	0.07252204045653343	0.1414494290947914	
30	0.015079849399626255	0.0017687397776171565	0.003537479555234313	0.03553650006651878	0.19311020895838737	0.036451807245612144	0.0729057528078556	0.13984617590904236	
31	0.012071531265974045	0.0014434534357860684	0.002886906871572137	0.03249521702528	0.19326147064566612	0.0368895698338747	0.07378073409199715	0.14203067868947983	
32	0.011323901079595088	0.0013608307810500265	0.002721661562100053	0.0316547442227602	0.19426787085831165	0.034932058304548264	0.06986598297953606	0.13752828538417816	
33	0.01168687902390957	0.0013982631731778382	0.0027965263463556765	0.03125379271805286	0.19358671084046364	0.034929051995277405	0.06986236944794655	0.13709865510463715	
34	0.01674028281122446	0.0019082725048065186	0.003816545009613037	0.03411129638552666	0.1932525634765625	0.03620695509016514	0.07241574302315712	0.14032139629125595	
35	0.014950907044112682	0.001711389236152172	0.003422778472304344	0.034529213607311246	0.19407878257334232	0.03445947356522083	0.0689203180372715	0.1339561864733696	
36	0.010491539537906647	0.001227271556854248	0.002454543113708496	0.02971804067492485	0.1937960386276245	0.03544595465064049	0.07089393213391304	0.13569199293851852	
37	0.013617206737399102	0.0015608166577294469	0.0031216333154588938	0.0327782467007637	0.19380963779985905	0.03532714955508709	0.07065774500370026	0.13552869111299515	
38	0.013760756514966489	0.0015894562937319278	0.0031789125874638557	0.03257434628903866	0.19349128939211369	0.03605453483760357	0.07211045548319817	0.1367744281888008	
39	0.013078912533819676	0.0015170240076258779	0.003042606683447957	0.03217455446720123	0.1936285737901926	0.03739062510430813	0.07478398084640503	0.14526987820863724	
40	0.012701625190675258	0.0014664867194369435	0.002932973438873887	0.031872370094060895	0.19353756867349148	0.036077024415135384	0.07215560600161552	0.1381916105747223	
41	0.011871742084622383	0.0013680966338142752	0.0027361932676285504	0.030827208980917932	0.19469178654253483	0.03481999225914478	0.06964362412691116	0.13448935747146606	
42	0.010814188793301583	0.0012590025085955857	0.0025180050171911715	0.03005078583955765	0.19388789497315884	0.03490355983376503	0.06980905681848526	0.13583116233348846	
43	0.010612205043435097	0.0012314506806433202	0.0024629013612866403	0.029178224876523016	0.19426393881440163	0.03440967760980129	0.068821020424366	0.13251985609531403	
44	0.011898781172931194	0.0013530348660424352	0.0027060697320848703	0.029885534197092056	0.19349848106503487	0.037625476717948914	0.07525325194001198	0.13869355618953705	
45	0.01005398090928793	0.001148890913464129	0.002297781826928258	0.028000983968377115	0.19364409148693085	0.03672546334564686	0.07345226034522057	0.13967613875865936	
46	0.010544217005372048	0.0012125926092267036	0.002425185218453407	0.02836536280810833	0.1935803946107626	0.04034693352878094	0.08069872483611107	0.1432899907231331	
47	0.009258904494345188	0.0010772924404591322	0.0021545848809182643	0.027412864938378335	0.19382457993924618	0.037124328315258026	0.07425063848495483	0.1401468589901924	
48	0.008909969218075275	0.0010323281516321004	0.002064656303264201	0.02722942642867565	0.19537988491356373	0.034936245530843735	0.06987378001213074	0.13042278587818146	
49	0.012644912861287595	0.001426604436710477	0.002853208873420954	0.02992883659899235	0.19498886540532112	0.03697271645069122	0.07395262643694878	0.1409716233611107	
50	0.008761750534176826	0.0010202562902122737	0.0020526616368442773	0.026567561179399492	0.195175526663661	0.03519735485315323	0.07039650529623032	0.1332833617925644	
51	0.009290418215095997	0.0010676936828531325	0.002135387365706265	0.02749798558652401	0.1943259947001934	0.03683452866971493	0.0736703872680664	0.13542209565639496	
52	0.010332930274307728	0.0012007810291834176	0.002401562058366835	0.02870517037808895	0.1945252474397421	0.043122148141264915	0.08624788746237755	0.15368758141994476	
53	0.008608918730169534	0.0009961689240299166	0.001992337848059833	0.026150327175855637	0.19419653713703156	0.0399005264043808	0.07980258762836456	0.14550630748271942	
54	0.008842023275792598	0.0010200769291259348	0.0020401538582518696	0.026422736421227454	0.1936910580843687	0.03974289447069168	0.07948770374059677	0.14195001125335693	
55	0.0066075497306883335	0.0007752342033199966	0.001550468406639993	0.023979976028203964	0.19546734355390072	0.034994376823306084	0.06999003514647484	0.13322821259498596	
56	0.006434118375182152	0.0007503230473957956	0.0015006460947915913	0.023019107058644295	0.19426073506474495	0.042754000052809715	0.08551033213734627	0.14692623913288116	
57	0.006618599686771631	0.0007611526991240681	0.0015223053982481361	0.02225901708006859	0.1950256023555994	0.03657317906618118	0.0731484591960907	0.13862857967615128	
58	0.005843663774430752	0.0006794012151658535	0.001358802430331707	0.022643759101629257	0.1947692669928074	0.036387840285897255	0.07277702912688255	0.1395258605480194	
59	0.004799006180837751	0.0005666516721248626	0.0011333033442497253	0.02059001997113228	0.19446751102805138	0.03617794066667557	0.07235916703939438	0.13441626727581024	
60	0.0063117465004324915	0.0007343033561483025	0.001468606712296605	0.022822436317801474	0.19563647639006376	0.03330315928906202	0.06660886481404305	0.12829700857400894	
61	0.004230293212458491	0.0005014474969357252	0.0010028949938714505	0.019273148849606514	0.19557585008442402	0.03537425026297569	0.07074981927871704	0.13637763261795044	
62	0.005436643538996577	0.00063238141592592	0.00126476283185184	0.020855817571282388	0.19620398059487343	0.03402707353234291	0.06805544719099998	0.1322232484817505	
63	0.004333275370299816	0.0005046839534770698	0.0010093679069541396	0.019333399832248688	0.19558447785675526	0.036341216415166855	0.07268395647406578	0.13706181198358536	
64	0.003980912314727902	0.00047968170256353917	0.0009593634051270783	0.019111622497439383	0.19443091936409473	0.03988529369235039	0.0797731801867485	0.14594565331935883	
65	0.005150170950219035	0.0006077726779039949	0.0012155453558079898	0.020695749670267105	0.19393398240208626	0.0446843970566988	0.0893736183643341	0.15664666146039963	
66	0.005347563419491053	0.0006107064720708877	0.0012214129441417755	0.02034793756902218	0.19479155726730824	0.03832039795815945	0.07664215564727783	0.1414109542965889	
67	0.00556331011466682	0.0006398662517312914	0.0012797325034625828	0.02152109071612358	0.19444718025624752	0.038733430206775665	0.07746849954128265	0.14087215065956116	
68	0.005581130553036928	0.0006418939679861069	0.0012837879359722138	0.02143632583320141	0.19613719545304775	0.037524666637182236	0.07505081593990326	0.13682904839515686	
69	0.005232072807848454	0.0006007748539559543	0.0012015497079119087	0.020426326245069504	0.19582966901361942	0.038808345794677734	0.07761844247579575	0.14258993417024612	
70	0.004787414241582156	0.0005593462963588535	0.001118692592717707	0.01993771903216839	0.19639059342443943	0.032986175268888474	0.06597361899912357	0.12133842706680298	
71	0.005319493263959885	0.0006217530812136829	0.0012435061624273657	0.02138778269290924	0.19536609202623367	0.0389018002897501	0.07780560478568077	0.14173847436904907	
72	0.003910878300666809	0.00045797142083756623	0.0009159428416751325	0.01845352426171303	0.195429015904665	0.039404185488820076	0.07881289720535278	0.13929495960474014	
73	0.00445443200878799	0.0005180861859116703	0.0010361723718233407	0.019215330481529236	0.19640181586146355	0.03593039885163307	0.07186685875058174	0.13171735405921936	
74	0.005059744417667389	0.0005790545197669417	0.0011581090395338834	0.02051565609872341	0.19699482060968876	0.03452562913298607	0.0690532959997654	0.12753235548734665	
75	0.004103756137192249	0.00047686673933640123	0.0009537334786728025	0.018774719163775443	0.19693987630307674	0.03350856527686119	0.0670185461640358	0.12581680342555046	
76	0.0034238613210618497	0.00039846328436397014	0.0007969265687279403	0.017403989285230636	0.19608533009886742	0.03826887719333172	0.07654118910431862	0.1356295943260193	
77	0.003675803868100047	0.0004340883227996528	0.0008681766455993056	0.017949301190674304	0.19659966230392456	0.03739933297038078	0.07480115070939064	0.1348743960261345	
78	0.00356939323246479	0.0004166715778410435	0.000833343155682087	0.017328873462975024	0.19697228260338306	0.03541739471256733	0.07083636149764061	0.13269392400979996	
79	0.005821715202182531	0.000665680575184524	0.001331361150369048	0.021024108678102494	0.1982847210019827	0.03396487236022949	0.06793107651174068	0.12617047503590584	
80	0.004598591243848205	0.0005169390758965164	0.0010338781517930328	0.01912551894783974	0.19587752223014832	0.03993891924619675	0.07988106086850166	0.13979966938495636	
81	0.004869203502312303	0.000544726534280926	0.001089453068561852	0.019316936284303664	0.19637252017855644	0.0426182895898819	0.0852406807243824	0.14807506650686264	
82	0.00364737706258893	0.00042269669356755914	0.0008453933871351183	0.018147439882159232	0.19711366668343544	0.036422258242964745	0.07284635305404663	0.13222620636224747	
83	0.004846621491014958	0.0005448446201626212	0.0010896892403252424	0.019486024603247644	0.19641146063804626	0.039425428956747055	0.07885551825165749	0.1385168507695198	
84	0.003486196231096983	0.0004075514734722674	0.0008151029469445348	0.017303508892655372	0.19770149886608124	0.035787785425782204	0.07157864421606064	0.13062283396720886	
85	0.0037097329739481212	0.0004288291442207992	0.0008576582884415984	0.017461830750107765	0.19667109288275242	0.040448157116770744	0.08090261369943619	0.1419944241642952	
86	0.005147993890568614	0.0005802252562716603	0.0011604505125433207	0.01892404668033123	0.19766961596906185	0.0366823785007	0.07336743175983429	0.1312243565917015	
87	0.0035609937272965907	0.0004087801673449576	0.0008175603346899152	0.017697642371058465	0.19742680713534355	0.03724295645952225	0.07448748499155045	0.13219665735960007	
88	0.0038557058200240136	0.00044179183314554395	0.0008835836662910879	0.017878332734107973	0.1970147993415594	0.039514465257525444	0.07903699204325676	0.1375870704650879	
89	0.00437233536504209	0.0005009992339182646	0.001001998467836529	0.01792389191687107	0.1977336723357439	0.03656197153031826	0.0731256827712059	0.12784496694803238	
90	0.004439754923805594	0.0005091594997793436	0.0010183189995586872	0.01828312613070011	0.19586333259940147	0.041419703513383865	0.0828414112329483	0.14137762039899826	
91	0.0033151622861623763	0.00038251810474321246	0.0007650362094864249	0.016624269634485246	0.19837897457182407	0.034177420660853386	0.06835651770234108	0.12295832484960556	
92	0.003387039853259921	0.0003975482133682817	0.0007950964267365634	0.016639326699078083	0.19769789464771748	0.0361607912927866	0.07232524454593658	0.1264120414853096	
93	0.003722418611869216	0.0004284398746676743	0.0008568797493353486	0.01705846507102251	0.19755578599870205	0.03738498501479626	0.07477119565010071	0.13197069615125656	
94	0.003650021646171808	0.0004096892662346363	0.0008193785324692726	0.01627810373902321	0.19735468924045563	0.037965912371873856	0.0759337730705738	0.1345665380358696	
95	0.004067771323025227	0.00047106013516895473	0.0009421202703379095	0.01789444126188755	0.19680653139948845	0.03994571231305599	0.07989447191357613	0.13816053420305252	
96	0.002844174485653639	0.00033114615944214166	0.0006622923188842833	0.015616037510335445	0.19812167808413506	0.0367154236882925	0.07343225926160812	0.13120777159929276	
97	0.004851642111316323	0.0005491532734595239	0.0010983065469190479	0.01831492446362972	0.1980231897905469	0.031468247063457966	0.06293800659477711	0.11540620401501656	
98	0.0037831147667020558	0.00044174288050271573	0.0008834857610054315	0.01757589913904667	0.1980183944106102	0.03664531372487545	0.07329387590289116	0.1288394182920456	
99	0.005041395779699087	0.0005706679192371666	0.0011413358384743332	0.018905971944332123	0.19858499988913536	0.03414968401193619	0.06830093637108803	0.12598027288913727	
100	0.005418607871979475	0.0006090585316997022	0.0012181170633994043	0.019178755953907965	0.19554118439555168	0.041001755744218826	0.08200686052441597	0.13672927021980286	
101	0.0062888856045901775	0.0006990224414039403	0.0013980448828078806	0.021170353516936302	0.19858700223267078	0.033730680122971535	0.06746304593980312	0.11900335922837257	
102	0.005570278689265251	0.0006249729660339654	0.0012499459320679308	0.021659444272518157	0.19784613139927387	0.035178158432245255	0.0703590027987957	0.12326867133378983	
103	0.004832726716995239	0.0005386325414292514	0.0010772650828585028	0.019065799191594124	0.19700543023645878	0.04183209501206875	0.08366931974887848	0.14104881137609482	
104	0.008223200961947442	0.000885874917730689	0.001771749835461378	0.021898479759693147	0.19692927971482277	0.036799583584070206	0.07360059022903442	0.12695644795894623	
105	0.005571519210934639	0.0006076072633732111	0.0012152145267464221	0.021434876322746276	0.19622171111404896	0.038317348808050156	0.07663823664188385	0.12668147683143616	
106	0.005846854578703642	0.0006440295139327646	0.0012880590278655291	0.021159469708800317	0.19623712077736855	0.0360733550041914	0.07214945182204247	0.12171118706464767	
107	0.0071278647519648075	0.0007722822949290276	0.0015445645898580552	0.0210134606808424	0.19561975449323654	0.03805321827530861	0.07610850036144257	0.1282474584877491	
108	0.009437213279306888	0.0010186488623730838	0.0020372977247461676	0.023014504089951517	0.19526589289307594	0.03964301571249962	0.07929365709424019	0.13351354375481606	
109	0.013704930618405341	0.0014597425470128655	0.002919485094025731	0.025157269462943076	0.19545585103332996	0.03698728606104851	0.0739758312702179	0.12356967478990555	
110	0.021374153904616833	0.0022439781576395037	0.004674165695905686	0.030835238471627235	0.19602597691118717	0.0380892101675272	0.07618511468172073	0.12740008533000946	
111	0.04107839167118073	0.004295838344842195	0.008672280609607697	0.045594072341918944	0.19398166611790657	0.04070645198225975	0.08141839131712914	0.1304771974682808	
112	0.04640173502266407	0.004888272238895297	0.009956576954573393	0.04806437417864799	0.19074408523738384	0.03182988055050373	0.06366300769150257	0.10983708128333092	
113	0.03516239933669567	0.003786913910880685	0.007611967716366052	0.04540213868021965	0.18604760896414518	0.02953749429434538	0.05907624587416649	0.10385815426707268	
114	0.03035024031996727	0.003283619647845626	0.006568092666566372	0.040771760046482086	0.18323163129389286	0.033265480771660805	0.06653247028589249	0.11759957298636436	
115	0.03457282818853855	0.003714222786948085	0.007433363422751427	0.04323148354887962	0.1682554241269827	0.038338590413331985	0.07667854614555836	0.13108332082629204	
116	0.030584878474473953	0.0032840942963957786	0.006588074751198292	0.04025193899869919	0.15759111195802689	0.03351305704563856	0.06702971458435059	0.11708371713757515	
117	0.03980595357716084	0.004234890686348081	0.008648452069610357	0.04325064942240715	0.14526459854096174	0.024485661648213863	0.048972394317388535	0.09370063990354538	
118	0.03794550374150276	0.004048591060563922	0.008177247364073992	0.04336516037583351	0.12492209300398827	0.022713888436555862	0.045429375022649765	0.09054626151919365	
119	0.03366345055401325	0.003610435174778104	0.007366096042096615	0.041766146570444106	0.11895184218883514	0.018798496574163437	0.03760039620101452	0.08296798542141914	
120	0.03621442653238773	0.0038619811646640302	0.007951129786670208	0.04326919168233871	0.10713841253891587	0.017748115118592978	0.03550275135785341	0.07962201535701752	
121	0.031645132973790166	0.0033938991371542217	0.006874190643429756	0.04002993404865265	0.08527533616870642	0.01291851419955492	0.02583957277238369	0.06786463595926762	
122	0.02876281291246414	0.003115601371973753	0.006233282200992107	0.040484046936035155	0.08508278895169497	0.017155864741653204	0.03434250131249428	0.07959892600774765	
123	0.02491232007741928	0.0027225309051573275	0.005445742979645729	0.037074601650238036	0.07211412210017443	0.014035347383469343	0.028074280358850956	0.06934366375207901	
124	0.024143675714731215	0.0026430173777043818	0.005308281630277634	0.03795760124921799	0.06982514262199402	0.016098476946353912	0.03226916119456291	0.07437019422650337	
125	0.020135285332798958	0.0022155971033498644	0.004438889073207974	0.03490528091788292	0.058762807631865144	0.009458643617108464	0.01902043493464589	0.057312142103910446	
126	0.01474490538239479	0.0016726806527003646	0.0033453613054007293	0.03200953714549541	0.05945641594007611	0.012190771754831076	0.0250781811773777	0.06294041872024536	
127	0.012241931073367596	0.0014072228921577334	0.002814445784315467	0.02956226095557213	0.06818535458296537	0.012543672695755959	0.02513434924185276	0.06822626665234566	
128	0.012301748245954513	0.0014075470622628926	0.0028150941245257853	0.02861275412142277	0.06156123103573918	0.01177118718624115	0.02376932743936777	0.06264185160398483	
129	0.009959653951227665	0.0011669164523482323	0.0023381571285426618	0.02679561972618103	0.054543649312108755	0.009234829805791378	0.018498318269848824	0.054892344400286674	
130	0.010662645474076271	0.0012287234887480736	0.0024574469774961472	0.026822490245103837	0.0526655213907361	0.007002776954323053	0.014009236358106136	0.05118077993392944	
131	0.010502184741199017	0.0011926270322874188	0.00238580540753901	0.026637298986315727	0.05416797613725066	0.010375108569860458	0.020824498496949673	0.060536209493875504	
132	0.01117673795670271	0.0012632220750674605	0.002538154600188136	0.027162425965070725	0.05112706124782562	0.00907118059694767	0.018797961063683033	0.05927012860774994	
133	0.01935124918818474	0.0020888355327770116	0.004254154721274972	0.030067946761846542	0.04767477232962847	0.010550661012530327	0.023599798791110516	0.054893264546990395	
134	0.016558662056922913	0.0018088689539581537	0.003652509953826666	0.030154314264655112	0.0514483111910522	0.010638684965670109	0.02189535927027464	0.05642835609614849	
135	0.014405999518930911	0.001600920339114964	0.003201840678229928	0.029724090173840523	0.0543034328147769	0.009916797280311584	0.020435595884919167	0.053079038858413696	
136	0.015302315168082715	0.0017058659112080931	0.0034117318224161862	0.031256528198719026	0.047056150157004595	0.008170597720891237	0.01639355719089508	0.057892290875315666	
137	0.011750711686909198	0.0013224484631791712	0.0026448969263583423	0.028958185389637948	0.052092219702899456	0.009214621037244797	0.01869670208543539	0.05363476648926735	
138	0.011962572485208512	0.0013283312087878584	0.0026566931046545506	0.026945240050554275	0.04810366313904524	0.007526606321334839	0.015324202366173267	0.05036455765366554	
139	0.010672993585467338	0.0011948608560487628	0.0023897217120975255	0.026297909766435625	0.05817393399775028	0.010627349838614464	0.021369539201259613	0.05943541042506695	
140	0.013105196505784988	0.0014319691923446952	0.0028639383846893905	0.027321437001228334	0.058618832379579544	0.012669745367020369	0.02665369026362896	0.0640775840729475	
141	0.011794139444828034	0.0012941131833940744	0.0026090506464242933	0.02706383876502514	0.055985153652727604	0.009287673979997635	0.01872941665351391	0.05701824277639389	
142	0.015916117839515208	0.0017277111532166601	0.0035715867299586533	0.02899852432310581	0.05266253091394901	0.009613287169486284	0.01941568311303854	0.05825365148484707	
143	0.012476087920367718	0.0013796972809359432	0.0028243381064385177	0.027845264598727226	0.051655438262969255	0.010738967452198267	0.022160524502396584	0.062279123812913895	
144	0.012122353166341781	0.0013478308683261275	0.002695661736652255	0.026581728458404542	0.04802441457286477	0.00685492530465126	0.013925053179264069	0.04897507466375828	
145	0.012010406330227852	0.0013210369390435517	0.0026420738780871035	0.025315669551491737	0.04857272421941161	0.007949861232191324	0.016059234738349915	0.05004402622580528	
146	0.010621728282421828	0.0011803038651123643	0.0023661560844630003	0.024938078224658967	0.047323143342509866	0.007083364529535174	0.014302861411124468	0.04791776090860367	
147	0.011379812844097614	0.001247033104300499	0.002554782014340162	0.024527999013662337	0.04516596719622612	0.006879161112010479	0.014017174951732159	0.04750837944447994	
148	0.012484586425125599	0.0013752226950600743	0.0027504453901201487	0.025669960677623747	0.04659033939242363	0.00869732303544879	0.017567113041877747	0.04977656900882721	
149	0.01794865559786558	0.0019391159643419088	0.004004799877293408	0.02817397266626358	0.04842108814045787	0.009654433000832796	0.019322981126606464	0.06218930147588253	
150	0.01117805065587163	0.0012333213468082248	0.0024991111597046254	0.02430681176483631	0.05036712344735861	0.0076819914393126965	0.015643148683011532	0.050813132897019386	
151	0.013004843331873416	0.001420141663402319	0.002840283326804638	0.026173394918441773	0.04820040985941887	0.012119072489440441	0.02561033144593239	0.061363425105810165	
152	0.011723312735557555	0.0012814270798116923	0.0025628541596233846	0.025082944333553313	0.050148976501077414	0.009233260061591864	0.018548959866166115	0.06071934476494789	
153	0.011086192168295383	0.0012191853020340204	0.002438370604068041	0.02565435543656349	0.05580122023820877	0.009116399101912975	0.01889143418520689	0.05182327888906002	
154	0.013088431768119335	0.0014295964618213474	0.002886364632286131	0.02660503387451172	0.0541775138117373	0.011702156625688076	0.023581997491419315	0.06425977498292923	
155	0.010344800539314747	0.001142294704914093	0.002284589409828186	0.024008528515696525	0.053867104928940535	0.009073020424693823	0.01869203057140112	0.057226378470659256	
156	0.013187358528375626	0.0014244203572161495	0.002929958212189376	0.025259813666343688	0.05186804966069758	0.00797999114729464	0.01611959282308817	0.05417688563466072	
157	0.011714721284806728	0.0012893404578790068	0.002581873023882508	0.026774037256836893	0.04468520171940327	0.010502381715923548	0.021083291620016098	0.06084698438644409	
158	0.015606245771050454	0.0016691462602466344	0.0034759640228003265	0.026326653733849525	0.049934441689401865	0.010505454614758492	0.022332431748509407	0.053699323907494545	
159	0.01824271064251661	0.00195693124551326	0.003986966470256448	0.02875862196087837	0.06317088752985	0.014731958042830229	0.029735319316387177	0.07662110030651093	
160	0.012576861120760442	0.001374129788018763	0.0027526560705155136	0.02664482146501541	0.06898180907592177	0.013594898860901594	0.02820794377475977	0.07314999029040337	
161	0.013153270073235034	0.0014358195243403316	0.0028766324277967213	0.027869943901896475	0.05225581116974354	0.011839726008474827	0.02396391797810793	0.06564202904701233	
162	0.01223944891244173	0.0013468002434819937	0.0027186858002096414	0.027416737750172615	0.05908981757238507	0.010298538953065872	0.020762917585670948	0.0624386053532362	
163	0.008465095609426498	0.0009653251967392862	0.0019306503934785723	0.02528238818049431	0.0646803961135447	0.012322921305894852	0.025721113197505474	0.07009826600551605	
164	0.008735228702425957	0.0009830037830397486	0.001966007566079497	0.024413560703396796	0.05972416792064905	0.009537650272250175	0.01942531019449234	0.06230413354933262	
165	0.006820706091821194	0.0007791056646965444	0.0015582113293930889	0.022366967424750327	0.05881490744650364	0.012040350120514631	0.024566232226788998	0.06512230262160301	
166	0.006452042050659657	0.0007396421628072858	0.0014792843256145715	0.02154875360429287	0.05733573157340288	0.009490611031651497	0.01916862279176712	0.05929236114025116	
167	0.005411726702004671	0.0006197613431140781	0.0012395226862281562	0.019790229201316834	0.050929802004247904	0.010867073200643063	0.021923878230154514	0.06084590405225754	
168	0.0067414658609777686	0.0007586011779494584	0.0015513547463342548	0.019796495512127876	0.05440070712938905	0.01222840417176485	0.025679826736450195	0.06609588116407394	
169	0.006430508475750685	0.0007225260371342302	0.0014829962514340878	0.019776348024606705	0.05869360268115997	0.009843861684203148	0.02002442441880703	0.056498827412724495	
170	0.006232695188373327	0.0006942859734408557	0.0013901283033192157	0.018965987116098405	0.055704770842567086	0.007743884110823274	0.015819603111594915	0.0493472795933485	
171	0.003974724095314741	0.00046170526766218243	0.0009234105353243649	0.01735053099691868	0.05223129317164421	0.011260157451033592	0.023970959708094597	0.05795475281774998	
172	0.004168362356722355	0.00048299061600118873	0.0009659812320023775	0.017475713789463044	0.05067881662398577	0.00798711460083723	0.016411812976002693	0.04887816682457924	
173	0.004975394858047366	0.0005707919190172106	0.0011416345718316735	0.018241767399013044	0.05169835966080427	0.008149418979883194	0.01678531803190708	0.05308114178478718	
174	0.003976121405139565	0.0004641464038286358	0.0009282928076572716	0.01733999140560627	0.04952507000416517	0.00784677593037486	0.016068030148744583	0.048928152769804	
175	0.004163447208702565	0.0004778515896759927	0.0009557031793519854	0.017539633065462114	0.047413964523002505	0.007818261394277215	0.01589989848434925	0.04871942102909088	
176	0.0038584222551435233	0.000447472877567634	0.000894945755135268	0.016867713257670402	0.04674988612532616	0.008344323374330997	0.016946190036833286	0.051618682220578194	
177	0.0027271958068013193	0.00032091888133436444	0.0006418377626687289	0.015218675136566162	0.04819555580615997	0.01037483848631382	0.022044851444661617	0.05428706482052803	
178	0.004081474663689732	0.00046653556055389347	0.0009330711211077869	0.0170247457921505	0.048757377080619335	0.008911138400435448	0.018143742345273495	0.05519959516823292	
179	0.0034725322388112546	0.0003954697342123836	0.0007909394684247672	0.0161717489361763	0.04761313833296299	0.010708045680075884	0.02292648982256651	0.05529561825096607	
180	0.003126776684075594	0.0003640081908088177	0.0007280163816176354	0.016407505609095097	0.04696304304525256	0.007125191856175661	0.014564444310963154	0.04793528467416763	
